pair_id,order,interest_corr,samerace,match,calls_from_female,calls_from_male,calls_to_female,calls_to_male,female_dec,male_dec,female_id,f_rate_m_attr,f_rate_m_sinc,f_rate_m_intel,f_rate_m_fun,f_rate_m_amb,f_rate_m_shar,f_rate_m_like,f_rate_m_prob,f_rate_m_met_before,f_est_matches,f_age,f_field,f_field_num,f_race,f_imp_race,f_imp_relig,f_goal,f_dat_freq,f_out_freq,f_career,f_career_num,f_like_sports,f_like_tvsports,f_like_exercise,f_like_dining,f_like_museums,f_like_art,f_like_hiking,f_like_gaming,f_like_clubbing,f_like_reading,f_like_tv,f_like_theater,f_like_movies,f_like_concerts,f_like_music,f_like_shopping,f_like_yoga,f_exp_happy,f_pref_attr,f_pref_sinc,f_pref_intel,f_pref_fun,f_pref_amb,f_pref_shar,f_genderpref_attr,f_genderpref_sinc,f_genderpref_intel,f_genderpref_fun,f_genderpref_amb,f_genderpref_shar,f_oppgender_pref_attr,f_oppgender_pref_sinc,f_oppgender_pref_intel,f_oppgender_pref_fun,f_oppgender_pref_amb,f_oppgender_pref_shar,f_rate_self_attr,f_rate_self_sinc,f_rate_self_fun,f_rate_self_intel,f_rate_self_amb,f_avg_attr,f_avg_sinc,f_avg_fun,f_avg_intel,f_avg_amb,f_avg_like,male_id,m_rate_f_attr,m_rate_f_sinc,m_rate_f_intel,m_rate_f_fun,m_rate_f_amb,m_rate_f_shar,m_rate_f_like,m_rate_f_prob,m_rate_f_met_before,m_est_matches,m_age,m_field,m_field_num,m_race,m_imp_race,m_imp_relig,m_goal,m_dat_freq,m_out_freq,m_career,m_career_num,m_like_sports,m_like_tvsports,m_like_exercise,m_like_dining,m_like_museums,m_like_art,m_like_hiking,m_like_gaming,m_like_clubbing,m_like_reading,m_like_tv,m_like_theater,m_like_movies,m_like_concerts,m_like_music,m_like_shopping,m_like_yoga,m_exp_happy,m_pref_attr,m_pref_sinc,m_pref_intel,m_pref_fun,m_pref_amb,m_pref_shar,m_gender_pref_attr,m_gender_pref_sinc,m_gender_pref_intel,m_gender_pref_fun,m_gender_pref_amb,m_gender_pref_shar,m_opp_gender_pref_attr,m_opp_gender_pref_sinc,m_opp_gender_pref_intel,m_opp_gender_pref_fun,m_opp_gender_pref_amb,m_opp_gender_pref_shar,m_rate_self_attr,m_rate_self_sinc,m_rate_self_fun,m_rate_self_intel,m_rate_self_amb,m_avg_attr,m_avg_sinc,m_avg_fun,m_avg_intel,m_avg_amb,m_avg_like
29--44,3,-0.41,1,1,0,1,1,0,1,1,29,8,6,7,3,7,2,6,4,2,3,22,Social Work,11,2,4,5,1,6,1,Social Work Administration,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,20,22,18,15,15,10,,,,,,,35,15,10,20,15,5,6,9,8,7,8,5.75,7.2,6.533333333,6.133333333,6.533333333,5.9375,44,7,6,7,6,7,5,7,5,2,3,24,Psychology,3,2,3,3,1,3,1,academia,2,9,1,8,7,8,8,10,6,7,8,1,7,3,8,1,6,8,7,20.83333333,12.5,20.83333333,20.83333333,12.5,12.5,,,,,,,50,5,15,20,5,5,7,9,8,9,9,4.944444444,6.666666667,6.777777778,4.647058824,5.944444444,5.166666667
37--44,5,0.31,1,1,0,1,0,0,1,1,37,7,6,8,6,9,6,7,7,2,6,27,Organizational Psychology,3,2,5,8,2,6,2,Organizational Change Consultant,7,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9,7,10,10,30,25,10,15,,,,,,,30,10,15,20,10,15,7,8,7,9,5,4.933333333,6.866666667,7.4,5.666666667,6.4,5.666666667,44,5,5,6,5,7,5,6,5,2,3,24,Psychology,3,2,3,3,1,3,1,academia,2,9,1,8,7,8,8,10,6,7,8,1,7,3,8,1,6,8,7,20.83333333,12.5,20.83333333,20.83333333,12.5,12.5,,,,,,,50,5,15,20,5,5,7,9,8,9,9,4.944444444,6.666666667,6.777777778,4.647058824,5.944444444,5.166666667
22--45,4,-0.02,0,1,0,0,0,0,1,1,22,6,7,7,4,6,6,6,6,2,2,27,TC (Health Ed),9,1,1,2,1,6,2,Informatics,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,20,20,20,10,10,20,,,,,,,50,10,10,10,10,10,7,8,7,8,7,4.8,6.625,6.5,5.5,6.071428571,5.0625,45,7,7,7,5,6,5,6,5,2,9,28,Finance,8,2,6,6,2,6,3,banker / academia,7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,7,25,15,25,15,0,20,,,,,,,20,20,20,10,10,20,7,8,6,8,7,5.277777778,6.222222222,7,3.823529412,6.722222222,5.166666667
23--45,1,-0.1,0,1,0,0,0,0,1,1,23,6,7,7,6,7,5,7,5,2,3,21,Psychology,3,4,9,6,1,1,1,psychologist,3,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,10,20,40,10,10,10,,,,,,,40,5,20,20,5,10,5,8,6,7,8,5.9375,7.266666667,6.9375,6.25,6.4,5.8125,45,7,8,7,6,6,6,7,7,2,9,28,Finance,8,2,6,6,2,6,3,banker / academia,7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,7,25,15,25,15,0,20,,,,,,,20,20,20,10,10,20,7,8,6,8,7,5.277777778,6.222222222,7,3.823529412,6.722222222,5.166666667
29--45,6,0.08,1,1,0,0,1,0,1,1,29,6,8,7,4,7,2,6,4,2,3,22,Social Work,11,2,4,5,1,6,1,Social Work Administration,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,20,22,18,15,15,10,,,,,,,35,15,10,20,15,5,6,9,8,7,8,5.75,7.2,6.533333333,6.133333333,6.533333333,5.9375,45,8,8,6,7,6,6,7,7,2,9,28,Finance,8,2,6,6,2,6,3,banker / academia,7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,7,25,15,25,15,0,20,,,,,,,20,20,20,10,10,20,7,8,6,8,7,5.277777778,6.222222222,7,3.823529412,6.722222222,5.166666667
35--45,13,-0.01,1,1,,0, ,0,1,1,35,7,8,9,7,8,9,8,8,2,10,25,Mathematics,2,2,9,7,1,6,3,Capital Markets,7,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3,7,20,23,23,22,7,5,,,,,,,40,10,15,15,10,10,8,9,9,9,7,7.3125,6.533333333,7.866666667,5.571428571,7.2,6.2,45,8,6,7,6,7,7,7,7,2,9,28,Finance,8,2,6,6,2,6,3,banker / academia,7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,7,25,15,25,15,0,20,,,,,,,20,20,20,10,10,20,7,8,6,8,7,5.277777778,6.222222222,7,3.823529412,6.722222222,5.166666667
27--46,4,0.29,0,1,,1, ,0,1,1,27,8,7,6,6,4,4,6,5,2,1,22,Speech Language Pathology,3,3,1,5,1,6,2,Speech Language Pathologist,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,17,10,18,20,25,10,,,,,,,30,5,15,20,10,20,6,6,7,7,7,8.1875,7.4,6.866666667,7.5625,6.571428571,7.53125,46,9,8,8,8,7,9,9.5,7,2,4,26,Finanace,8,2,2,3,2,6,2,banker,7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,7,20,35,20,10,10,5,,,,,,,20,20,20,25,5,10,7,8,5,7,7,7.666666667,6.722222222,7.277777778,6.705882353,6.375,6.722222222
34--46,3,-0.08,0,1,,1, ,0,1,1,34,9,8,9,7,8,,8,8,2,2,21,Applied Maths/Econs,8,4,2,2,1,6,2,Banking,7,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7,6,30,5,30,15,15,5,,,,,,,20,20,25,20,5,10,7,7,7,7,8,7.1875,7.3125,7.333333333,6.866666667,7.25,6.8125,46,7,7,7,9,8,7,8,6,2,4,26,Finanace,8,2,2,3,2,6,2,banker,7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,7,20,35,20,10,10,5,,,,,,,20,20,20,25,5,10,7,8,5,7,7,7.666666667,6.722222222,7.277777778,6.705882353,6.375,6.722222222
35--46,16,0.01,1,1,,1, ,0,1,1,35,8,8,9,9,8,10,8,8,2,10,25,Mathematics,2,2,9,7,1,6,3,Capital Markets,7,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3,7,20,23,23,22,7,5,,,,,,,40,10,15,15,10,10,8,9,9,9,7,7.3125,6.533333333,7.866666667,5.571428571,7.2,6.2,46,8,8,8,6,9,8,8,5,2,4,26,Finanace,8,2,2,3,2,6,2,banker,7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,7,20,35,20,10,10,5,,,,,,,20,20,20,25,5,10,7,8,5,7,7,7.666666667,6.722222222,7.277777778,6.705882353,6.375,6.722222222
39--47,6,0.12,0,1,0,,0, ,1,1,39,5,5,8,8,5,7,7,5,2,3,24,Law,1,3,6,4,5,6,4,lawyer,1,3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1,2,20,20,20,15,15,10,,,,,,,55,5,10,15,5,10,6,9,6,8,7,4.333333333,7.333333333,6.866666667,7.266666667,6.2,6.066666667,47,3,7,6,5,5,6,5,6,2,5,30,Finance&Economics,8,2,2,2,1,6,1,Academic,2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,8,20,20,25,25,5,5,,,,,,,25,20,20,15,15,5,8,7,9,9,3,4.055555556,5.833333333,6.5,5.666666667,6.055555556,5.444444444
31--48,3,0.52,1,1,0,1,1,0,1,1,31,8,9,8,8,8,8,8,8,2,3,24,law,1,2,4,8,1,4,3,law,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,5,35,10,20,20,10,5,,,,,,,40,10,10,25,5,10,8,8,9,8,9,7.875,7.25,7.4375,6.5,7.6,7,48,7,7,7,8,,,8,5,2,2,22,Undergrad - GS,12,2,9,2,1,5,2,Music production,6,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30,15,25,25,5,0,,,,,,,30,15,25,25,5,0,7,9,6,7,6,6.777777778,6.277777778,5.944444444,6.833333333,5.722222222,6.277777778
30--49,13,0.16,0,1,,, , ,1,1,30,8,7,7,7,7,7,9,7,1,1,23,Law,1,2,2,4,1,7,2,Lawyer,1,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,10,20,20,20,20,10,,,,,,,35,5,15,20,10,15,7,8,9,8,8,6.0625,6.866666667,7.333333333,6.266666667,7.285714286,5.733333333,49,7,7,7,7,7,,7,6,2,4,25,Mathematical Finance,8,4,1,3,1,3,2,Entrepreneur,7,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20,20,20,20,5,15,,,,,,,30,15,15,15,15,10,7,10,10,10,8,6.5,7.176470588,7.529411765,7.055555556,7.176470588,6.555555556
31--49,6,-0.57,0,1,0,,1, ,1,1,31,7,8,8,6,7,5,7,8,2,3,24,law,1,2,4,8,1,4,3,law,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,5,35,10,20,20,10,5,,,,,,,40,10,10,25,5,10,8,8,9,8,9,7.875,7.25,7.4375,6.5,7.6,7,49,9,7,8,8,9,,8,4,2,4,25,Mathematical Finance,8,4,1,3,1,3,2,Entrepreneur,7,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20,20,20,20,5,15,,,,,,,30,15,15,15,15,10,7,10,10,10,8,6.5,7.176470588,7.529411765,7.055555556,7.176470588,6.555555556
34--49,1,-0.01,1,1,,, , ,1,1,34,7,8,8,7,8,6,7,7,2,2,21,Applied Maths/Econs,8,4,2,2,1,6,2,Banking,7,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7,6,30,5,30,15,15,5,,,,,,,20,20,25,20,5,10,7,7,7,7,8,7.1875,7.3125,7.333333333,6.866666667,7.25,6.8125,49,8,8,7,6,7,6,6,9,2,4,25,Mathematical Finance,8,4,1,3,1,3,2,Entrepreneur,7,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20,20,20,20,5,15,,,,,,,30,15,15,15,15,10,7,10,10,10,8,6.5,7.176470588,7.529411765,7.055555556,7.176470588,6.555555556
35--49,14,0.18,0,1,,, , ,1,1,35,7,9,9,9,9,10,8,8,2,10,25,Mathematics,2,2,9,7,1,6,3,Capital Markets,7,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3,7,20,23,23,22,7,5,,,,,,,40,10,15,15,10,10,8,9,9,9,7,7.3125,6.533333333,7.866666667,5.571428571,7.2,6.2,49,8,8,10,5,6,5,7,4,2,4,25,Mathematical Finance,8,4,1,3,1,3,2,Entrepreneur,7,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20,20,20,20,5,15,,,,,,,30,15,15,15,15,10,7,10,10,10,8,6.5,7.176470588,7.529411765,7.055555556,7.176470588,6.555555556
36--49,4,0,0,1,,, , ,1,1,36,4,5,8,8,10,8,8,5,1,0,26,Statistics,2,2,7,8,2,5,2,Biostatistics,4,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1,6,20,25,20,15,15,5,,,,,,,40,5,10,30,5,10,8,7,8,8,6,6.25,7,7.133333333,6.066666667,7.133333333,6.066666667,49,8,8,7,7,10,5,8,4,2,4,25,Mathematical Finance,8,4,1,3,1,3,2,Entrepreneur,7,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20,20,20,20,5,15,,,,,,,30,15,15,15,15,10,7,10,10,10,8,6.5,7.176470588,7.529411765,7.055555556,7.176470588,6.555555556
38--49,12,-0.36,0,1,,, , ,1,1,38,9,9,9,8,5,3,7,2,2,3,23,Law,1,1,8,1,1,4,3,law,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2,2,50,10,20,10,10,0,,,,,,,70,5,5,15,0,5,8,2,7,8,8,6.533333333,7.533333333,7.733333333,7.6,7.714285714,6.8,49,8,7,7,8,8,4,8,6,2,4,25,Mathematical Finance,8,4,1,3,1,3,2,Entrepreneur,7,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20,20,20,20,5,15,,,,,,,30,15,15,15,15,10,7,10,10,10,8,6.5,7.176470588,7.529411765,7.055555556,7.176470588,6.555555556
27--50,3,-0.23,0,1,,, , ,1,1,27,6,5,6,7,8,4,4,4,2,1,22,Speech Language Pathology,3,3,1,5,1,6,2,Speech Language Pathologist,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,17,10,18,20,25,10,,,,,,,30,5,15,20,10,20,6,6,7,7,7,8.1875,7.4,6.866666667,7.5625,6.571428571,7.53125,50,8,,,7,,6,8,7,2,5,27,Law,1,1,4,4,6,6,2,lawyer,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,35,10,20,15,10,10,,,,,,,60,10,5,5,10,10,8,9,9,10,8,6.388888889,6.5,7.294117647,7.777777778,7.647058824,6.666666667
31--50,7,-0.04,0,1,0,,1, ,1,1,31,9,7,8,9,8,8,9,9,1,3,24,law,1,2,4,8,1,4,3,law,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,5,35,10,20,20,10,5,,,,,,,40,10,10,25,5,10,8,8,9,8,9,7.875,7.25,7.4375,6.5,7.6,7,50,8,8,8,8,8,,7,8,1,5,27,Law,1,1,4,4,6,6,2,lawyer,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,35,10,20,15,10,10,,,,,,,60,10,5,5,10,10,8,9,9,10,8,6.388888889,6.5,7.294117647,7.777777778,7.647058824,6.666666667
35--50,15,0.27,0,1,,, , ,1,1,35,6,8,8,10,8,9,8,10,2,10,25,Mathematics,2,2,9,7,1,6,3,Capital Markets,7,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3,7,20,23,23,22,7,5,,,,,,,40,10,15,15,10,10,8,9,9,9,7,7.3125,6.533333333,7.866666667,5.571428571,7.2,6.2,50,7,,,,,,7,7,2,5,27,Law,1,1,4,4,6,6,2,lawyer,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,35,10,20,15,10,10,,,,,,,60,10,5,5,10,10,8,9,9,10,8,6.388888889,6.5,7.294117647,7.777777778,7.647058824,6.666666667
38--50,13,0.41,1,1,,, , ,1,1,38,8,8,8,9,9,7,7,6,1,3,23,Law,1,1,8,1,1,4,3,law,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2,2,50,10,20,10,10,0,,,,,,,70,5,5,15,0,5,8,2,7,8,8,6.533333333,7.533333333,7.733333333,7.6,7.714285714,6.8,50,,,,,,,7,8,1,5,27,Law,1,1,4,4,6,6,2,lawyer,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,35,10,20,15,10,10,,,,,,,60,10,5,5,10,10,8,9,9,10,8,6.388888889,6.5,7.294117647,7.777777778,7.647058824,6.666666667
36--51,14,-0.47,1,1,,, , ,1,1,36,5,2,6,2,5,4,5,6,2,0,26,Statistics,2,2,7,8,2,5,2,Biostatistics,4,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1,6,20,25,20,15,15,5,,,,,,,40,5,10,30,5,10,8,7,8,8,6,6.25,7,7.133333333,6.066666667,7.133333333,6.066666667,51,5,6,8,5,5,2,5,4,2,1,23,Law,1,2,5,10,1,5,3,Law,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,25,10,35,15,0,15,,,,,,,25,5,15,20,30,5,6,8,2,10,2,5.388888889,4.888888889,6.5,4.222222222,6.111111111,4.611111111
37--52,4,-0.05,1,1,0,,0, ,1,1,37,2,6,6,6,4,5,5,5,2,6,27,Organizational Psychology,3,2,5,8,2,6,2,Organizational Change Consultant,7,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9,7,10,10,30,25,10,15,,,,,,,30,10,15,20,10,15,7,8,7,9,5,4.933333333,6.866666667,7.4,5.666666667,6.4,5.666666667,52,5,7,6,7,6,5,6,4,,2,21,Law,1,2,10,9,1,4,1,Intellectual Property Attorney,1,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2,5,15,20,15,30,5,15,,,,,,,10,15,20,20,25,10,5,8,6,8,7,3.833333333,6.647058824,7.176470588,5.111111111,6.444444444,5.388888889
35--53,4,-0.2,1,1,,1, ,0,1,1,35,8,8,8,8,8,6,8,7,2,10,25,Mathematics,2,2,9,7,1,6,3,Capital Markets,7,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3,7,20,23,23,22,7,5,,,,,,,40,10,15,15,10,10,8,9,9,9,7,7.3125,6.533333333,7.866666667,5.571428571,7.2,6.2,53,8,7,8,8,8,6,8,6,2,8,28,Medicine,4,2,2,2,2,6,2,Medicine,4,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3,6,40,15,20,10,5,10,,,,,,,30,15,20,15,10,10,8,9,8,8,8,6.941176471,7.0625,7.75,5.647058824,7.352941176,6.441176471
30--55,11,0.49,0,1,,, , ,1,1,30,7,7,8,8,7,8,8,5,2,1,23,Law,1,2,2,4,1,7,2,Lawyer,1,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,10,20,20,20,20,10,,,,,,,35,5,15,20,10,15,7,8,9,8,8,6.0625,6.866666667,7.333333333,6.266666667,7.285714286,5.733333333,55,7,9,10,10,10,10,8,9,2,2,23,LAW,1,1,1,1,6,4,2,LAWYER,1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,7,20,25,25,10,10,10,,,,,,,20,20,20,10,20,10,6,10,10,9,10,6.333333333,7.111111111,7.055555556,7.235294118,6.823529412,6.472222222
31--55,4,-0.32,0,1,0,,1, ,1,1,31,9,8,7,10,9,8,8.5,9,1,3,24,law,1,2,4,8,1,4,3,law,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,5,35,10,20,20,10,5,,,,,,,40,10,10,25,5,10,8,8,9,8,9,7.875,7.25,7.4375,6.5,7.6,7,55,8,10,10,10,10,8,10,10,1,2,23,LAW,1,1,1,1,6,4,2,LAWYER,1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,7,20,25,25,10,10,10,,,,,,,20,20,20,10,20,10,6,10,10,9,10,6.333333333,7.111111111,7.055555556,7.235294118,6.823529412,6.472222222
38--55,10,0.11,1,1,,, , ,1,1,38,8,8,8,8,9,8,9,6,1,3,23,Law,1,1,8,1,1,4,3,law,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2,2,50,10,20,10,10,0,,,,,,,70,5,5,15,0,5,8,2,7,8,8,6.533333333,7.533333333,7.733333333,7.6,7.714285714,6.8,55,8,10,10,10,10,10,10,10,1,2,23,LAW,1,1,1,1,6,4,2,LAWYER,1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,7,20,25,25,10,10,10,,,,,,,20,20,20,10,20,10,6,10,10,9,10,6.333333333,7.111111111,7.055555556,7.235294118,6.823529412,6.472222222
60--66,8,0.16,0,1,,, , ,1,1,60,9,10,10,5,,,8,5,2,2,29,psychology,3,6,3,10,4,6,2,comedienne,6,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,4,5,20,25,15,15,20,,,,,,,60,10,10,10,5,5,7,9,9,9,9,4.8,7,6.4,6.5,6,4.8,66,5,8,7,8,8,6,6,6,2,3,29,Business & International Affairs,8,3,1,1,2,6,4,Private Equity Investing,7,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,20,25,15,15,53,20,,,,,,,15,20,20,20,10,15,6,7,7,8,8,5.625,7.375,7,6,6.428571429,6
62--67,1,0.26,0,1,,, , ,1,1,62,8,9,9,9,8,8,8,8,1,5,26,law,1,3,1,1,2,7,2,attorney,1,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,5,30,10,20,20,10,10,,,,,,,60,5,5,10,10,10,9,9,9,9,9,8.3,7.1,7.6,7,6.5,7.7,67,10,10,10,10,10,10,10,10,1,3,22,Law,1,6,1,1,6,5,2,Lawyer or professional surfer,1,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1,5,20,15,20,20,5,10,,,,,,,17,20,17,20,11,15,5,7,6,7,7,6.5,8.125,8,6.5,7,5.75
63--67,10,0.03,0,1,0,,0, ,1,1,63,7,7,7,5,5,5,7,5,1,,24,Law,1,4,1,3,3,6,1,Undecided,10,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,6,5,15,45,25,0,10,,,,,,,50,5,20,15,0,10,6,8,9,8,7,4.4,6.5,7,6.2,5.888888889,5.2,67,5,5,5,5,5,5,5,5,1,3,22,Law,1,6,1,1,6,5,2,Lawyer or professional surfer,1,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1,5,20,15,20,20,5,10,,,,,,,17,20,17,20,11,15,5,7,6,7,7,6.5,8.125,8,6.5,7,5.75
56--69,9,-0.05,1,1,0,2,2,0,1,1,56,5,10,8,5,8,6,6,6,2,3,23,social work,11,2,10,9,1,3,1,social worker,9,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,3,17,18,18,15,17,15,,,,,,,32,10,12,27,7,12,10,10,9,8,5,7.5,6.8,6.5,6.9,7,6.4,69,7,5,5,7,6,,6,4,2,1,28,MBA,8,2,2,2,6,6,1,banker,7,10,7,5,5,3,2,1,3,9,8,2,4,7,6,7,2,1,3,50,10,30,10,0,0,,,,,,,20,10,40,20,10,0,5,9,5,8,8,7.375,8,8,7,7.285714286,7.375
62--69,7,0.31,0,1,,2, ,0,1,1,62,8,8,8,8,8,8,8,8,2,5,26,law,1,3,1,1,2,7,2,attorney,1,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,5,30,10,20,20,10,10,,,,,,,60,5,5,10,10,10,9,9,9,9,9,8.3,7.1,7.6,7,6.5,7.7,69,8,6,8,6,7,,7,4,2,1,28,MBA,8,2,2,2,6,6,1,banker,7,10,7,5,5,3,2,1,3,9,8,2,4,7,6,7,2,1,3,50,10,30,10,0,0,,,,,,,20,10,40,20,10,0,5,9,5,8,8,7.375,8,8,7,7.285714286,7.375
56--70,4,0.07,1,1,0,,2, ,1,1,56,4,7,9,9,10,7,9,9,2,3,23,social work,11,2,10,9,1,3,1,social worker,9,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,3,17,18,18,15,17,15,,,,,,,32,10,12,27,7,12,10,10,9,8,5,7.5,6.8,6.5,6.9,7,6.4,70,8,6,7,7,7,5,8,3,2,0,26,MBA,8,2,5,1,5,2,1,Investment Banking,7,9,4,9,5,7,5,7,5,5,8,3,7,8,5,8,5,6,3,25,10,20,20,15,10,,,,,,,20,5,25,30,15,5,8,6,8,9,6,6.125,7.25,8.5,7.875,8.375,7
57--71,1,-0.34,1,1,0,,0, ,1,1,57,10,9,9,8,8,7,8,7,2,3,22,Social Work,11,2,10,10,3,5,2,Social Worker,9,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9,9,10,20,20,20,15,15,,,,,,,10,20,20,20,20,10,6,10,10,9,10,5.3,7.7,6.9,5.9,5.7,5.6,71,6,9,8,6,8,6,9,3,2,2,21,Law,1,2,6,7,5,6,2,Pro Beach Volleyball,14,9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,9,60,15,0,15,0,10,,,,,,,80,10,0,10,0,0,6,8,8,10,10,4.875,8.25,7.625,5.25,7.125,5.25
61--71,6,-0.47,1,1,0,,1, ,1,1,61,6,9,8,8,8,5,6,4,2,1,28,German Literature,7,2,1,5,1,5,2,Academic,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,5,15,15,20,15,15,20,,,,,,,40,12,12,12,12,12,7,10,7,10,7,3.9,7.1,7.555555556,5.3,5.7,5,71,6,6,8,7,7,2,8,0,2,2,21,Law,1,2,6,7,5,6,2,Pro Beach Volleyball,14,9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,9,60,15,0,15,0,10,,,,,,,80,10,0,10,0,0,6,8,8,10,10,4.875,8.25,7.625,5.25,7.125,5.25
62--74,8,0.21,0,1,,0, ,0,1,1,62,6,8,8,7,7,8,7,7,2,5,26,law,1,3,1,1,2,7,2,attorney,1,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,5,30,10,20,20,10,10,,,,,,,60,5,5,10,10,10,9,9,9,9,9,8.3,7.1,7.6,7,6.5,7.7,74,10,9,9,9,7,8,9,6,2,,25,Electrical Engineering,5,2,3,1,5,7,2,Ph.D. Electrical Engineering,5,8,3,5,9,10,10,9,6,8,10,2,9,10,8,8,3,5,9,30,0,30,30,10,0,,,,,,,30,0,10,30,10,20,7,9,9,8,7,5.875,8.25,8,7,7.375,6.25
61--75,10,0.28,0,1,0,,1, ,1,1,61,6,8,8,8,8,5,7,4,2,1,28,German Literature,7,2,1,5,1,5,2,Academic,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,5,15,15,20,15,15,20,,,,,,,40,12,12,12,12,12,7,10,7,10,7,3.9,7.1,7.555555556,5.3,5.7,5,75,6,7,8,6,5,7,6,6,2,5,24,law,1,6,3,3,6,5,3,attorney,1,8,2,8,7,7,7,7,5,9,8,8,5,7,6,8,5,5,5,20,20,20,20,10,10,,,,,,,15,15,15,20,20,15,7,7,8,8,8,5.25,8,8,5.5,7.571428571,5.625
