customerID,gender,PhoneSubscriber,MoreThenOneLine,InternetServiceSubscriber,OnlineSecuritySubscriber,OnlineBackupSubscriber,DeviceProtectionSubscriber,TechSupportSubscriber,StreamingTVSubscriber,StreamingMoviesSubscriber,ContractLength,UsesPaperlessBilling,MethodOfPayment,MonthsACustomer,Senior,HasPartner,HasDependents,MonthlyPayments,TotalPayments
5848-FHRFC,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),68,0,No,No,20.05,1386.9
8654-DHAOW,Female,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,2,0,No,No,54.15,101.65
5480-XTFFL,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31,0,Yes,Yes,21,697.7
6732-FZUGP,Female,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),47,0,No,No,94.9,4615.25
4430-UZIPO,Male,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,3,0,No,No,36.85,108.7
7196-LIWRH,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,6,0,No,No,19.55,124.45
8740-XLHDR,Male,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,5,0,No,No,43.25,219
0655-RBDUG,Male,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),7,0,No,No,98.05,713
6994-ORCWG,Female,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,14,0,No,No,54.25,773.2
5022-KVDQT,Male,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,27,0,No,No,81.3,2272.8
1735-XMJVH,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,8,0,Yes,Yes,19.35,152.6
6101-IMRMM,Male,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,6,0,No,Yes,94.5,575.45
6892-EZDTG,Female,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,4,0,Yes,No,91.65,365.4
8603-IJWDN,Male,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,0,No,No,86.6,86.6
2169-RRLFW,Female,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),71,0,Yes,No,25.6,1888.25
2828-SLQPF,Male,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),19,0,No,No,45,865.85
4183-WCSEP,Male,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,31,0,No,No,78.45,2435.15
0691-NIKRI,Female,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),40,0,No,No,105.95,4335.2
4547-LYTDD,Female,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,16,0,No,No,72.65,1194.3
8149-AIQCG,Male,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),39,0,No,No,73.15,2730.85
3528-HFRIQ,Male,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71,1,Yes,No,52.3,3765.05
0927-LCSMG,Male,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,7,0,No,No,74.65,544.55
7463-IFMQU,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),72,0,Yes,No,20.05,1423.65
0572-ZJKLT,Female,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,46,0,Yes,Yes,99.65,4630.2
1450-SKCVI,Female,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56,0,No,No,73.85,4092.85
7269-JISCY,Female,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),55,0,No,No,45.05,2462.6
9402-ORRAH,Female,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,15,1,No,No,91.5,1400.3
5959-BELXA,Male,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),32,1,No,No,96.15,3019.25
0641-EVBOJ,Male,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,3,0,No,No,82.3,214.4
9089-UOWJG,Female,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),12,0,Yes,Yes,58.35,740.55
0019-GFNTW,Female,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),56,0,No,No,45.05,2560.1
3301-LSLWQ,Female,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,29,0,No,No,66.1,1912.15
3331-HQDTW,Female,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,34,0,No,No,109.8,3587.25
7923-IYJWY,Male,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),67,1,No,No,116.1,7839.85
1304-NECVQ,Female,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,2,1,No,No,78.55,149.55
5382-TEMLV,Male,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45,0,No,No,50.9,2298.55
1972-XMUWV,Female,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),65,0,Yes,No,59.8,3808.2
2419-FSORS,Male,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,72,0,Yes,No,108.4,7719.5
8808-ELEHO,Male,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,8,1,No,No,81.25,585.95
3877-JRJIP,Male,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,0,No,No,59.85,59.85
4745-LSPLO,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,0,No,No,20.5,20.5
5482-PLVPE,Female,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,2,1,No,No,24.35,41.85
8276-MQBYC,Male,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,51,1,No,No,97.8,4913.3
9374-YOLBJ,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,1,0,Yes,Yes,19.25,19.25
0248-IPDFW,Female,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0,No,No,50.1,50.1
7427-AUFPY,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),54,0,No,No,19.65,1008.7
2753-JMMCV,Male,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),65,0,No,No,74.2,4805.65
2634-HCZGT,Male,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,53,1,Yes,No,60.05,3229.65
4753-PADAS,Female,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),67,0,Yes,No,105.7,6816.95
0187-WZNAB,Female,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,27,0,Yes,Yes,74.4,1972.35
6253-GNHWH,Female,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,71,0,Yes,Yes,71.1,5224.95
1522-VVDMG,Male,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,7,0,Yes,Yes,89.75,608.8
2018-PZKMU,Male,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,9,0,Yes,Yes,103.1,970.45
9565-DJPIB,Female,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,4,0,No,Yes,89.6,365.65
4307-KWMXE,Male,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,10,0,No,No,35.75,389.8
5288-AHOUP,Male,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,11,1,No,No,78.5,874.2
0244-LGNFY,Female,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),72,0,Yes,Yes,92.65,6733
2453-SAFNS,Female,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,54,1,No,No,72.1,3886.05
9500-IWPXQ,Female,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,61,0,Yes,Yes,79.4,4820.55
1657-DYMBM,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),53,0,Yes,No,19.9,1110.05
0098-BOWSO,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27,0,No,No,19.4,529.8
8436-BJUMM,Male,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,26,0,Yes,Yes,83.75,2070.6
6478-HRRCZ,Male,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,32,0,Yes,No,70.5,2201.75
7746-AWNQW,Female,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,28,0,No,No,35.75,961.4
9820-RMCQV,Female,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),11,0,No,No,48.55,501
9135-HSWOC,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),64,0,Yes,Yes,19.7,1274.05
4302-ZYFEL,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),69,0,Yes,Yes,20.55,1403.1
5084-OOVCJ,Female,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),17,0,Yes,Yes,55.35,920.5
3589-PPVKW,Male,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,9,0,No,No,44.4,348.15
9921-ZVRHG,Female,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,14,0,No,No,80.45,1072
8226-BXGES,Male,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),64,0,Yes,No,89.45,5692.65
7219-TLZHO,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,4,0,Yes,Yes,20.85,62.9
5229-PRWKT,Male,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,8,0,No,No,86.55,649.65
8225-BTJAU,Male,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,10,1,No,No,79.25,793.55
2812-ENYMO,Male,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),26,0,No,No,54.55,1362.85
6776-TLWOI,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,3,0,No,No,19.85,64.55
7343-EOBEU,Male,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,3,0,Yes,No,23.6,89.05
6557-BZXLQ,Male,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,16,1,No,No,69.65,1043.3
3633-CDBUW,Male,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,17,0,No,Yes,80.85,1445.95
3793-MMFUH,Female,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,13,1,No,No,95.05,1290
1530-ZTDOZ,Female,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),49,0,Yes,No,40.65,2070.75
6078-VESFR,Male,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),13,1,Yes,No,70.45,849.1
6061-PQHMK,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25,0,No,No,19.9,527.5
6311-UEUME,Female,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,29,0,No,No,78.9,2384.15
5565-FILXA,Female,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,16,1,No,No,96.15,1529.2
7277-KAMWT,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),13,0,No,No,20,268.45
7919-ZODZZ,Female,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,10,0,Yes,Yes,65.9,660.05
2129-ALKBS,Female,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40,0,Yes,Yes,26.2,1077.5
5028-HTLJB,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,1,No,No,20.05,20.05
6260-XLACS,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,4,0,No,No,19.7,117.8
3865-ZYKAD,Male,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69,1,Yes,No,84.9,5785.65
1038-ZAGBI,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),12,0,Yes,Yes,19.8,229.6
5141-ZUVBH,Female,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),9,0,No,Yes,93,870.25
5394-MEITZ,Female,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60,0,Yes,Yes,80.6,4946.7
3898-BSJYF,Female,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),10,0,No,Yes,73.55,693.3
1202-KKGFU,Female,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),12,0,Yes,No,54.2,690.5
1074-AMIOH,Female,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),53,0,Yes,Yes,108.25,5935.1
1442-BQPVU,Female,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,13,0,No,No,29.15,357.15
7932-WPTDS,Female,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,1,Yes,No,24.8,24.8
2528-HFYZX,Male,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,17,1,Yes,No,76.45,1233.4
3012-VFFMN,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,7,0,Yes,Yes,20.65,158.95
2834-JRTUA,Male,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,71,0,No,No,108.05,7532.15
0781-LKXBR,Male,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,9,1,No,No,100.5,918.6
7695-PKLCZ,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),68,0,No,No,20.5,1424.9
4826-DXMUP,Male,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,35,0,No,Yes,72.1,2495.15
1319-YLZJG,Male,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,12,0,Yes,No,84.6,959.9
1196-AMORA,Male,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,7,0,No,No,73.6,520
1360-RCYRT,Male,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),23,0,Yes,Yes,30.35,678.75
9066-QRSDU,Female,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,69,0,Yes,No,26.3,1763.55
1628-BIZYP,Male,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,0,No,No,85,85
9746-YKGXB,Male,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),52,0,Yes,Yes,44.25,2276.1
1077-HUUJM,Female,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,7,0,No,Yes,71.05,472.65
3005-NFMTA,Male,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,55,1,No,No,98.8,5617.75
1550-EENBN,Female,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,31,0,No,No,104.35,3205.6
6377-WHAOX,Female,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,60,0,Yes,No,106.15,6411.25
6680-NENYN,Female,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,43,0,No,No,104.6,4759.85
2952-QAYZF,Male,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,5,0,No,No,85.3,424.15
6429-SHBCB,Male,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,19,0,No,No,69.6,1394.55
0848-SOMKO,Male,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),70,0,No,No,48.4,3442.8
1862-SKORY,Female,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,40,1,Yes,No,39.3,1637.4
7554-AKDQF,Female,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,6,0,Yes,No,45.65,323.45
8800-ZKRFW,Female,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,30,0,Yes,Yes,107.5,3242.5
4070-OKWVH,Female,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),52,0,Yes,No,94.6,5025.8
1725-MIMXW,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1,0,No,Yes,19.45,19.45
5248-YGIJN,Male,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72,0,Yes,No,90.25,6369.45
0565-JUPYD,Male,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),63,0,No,No,104.5,6590.8
2235-EZAIK,Female,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),72,0,Yes,No,79.2,5401.9
0322-CHQRU,Male,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,2,0,No,No,45.35,89.5
6333-YDVLT,Male,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),65,0,No,No,110,7138.65
9360-AHGNL,Female,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,43,1,Yes,No,109.55,4830.25
9705-IOVQQ,Male,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,61,1,Yes,Yes,99,5969.3
5996-NRVXR,Male,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),40,1,Yes,No,98.15,4116.8
5846-QFDFI,Female,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),33,0,Yes,Yes,88.6,2888.7
2452-MRMZF,Female,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),72,1,Yes,No,25.7,1937.4
6035-RIIOM,Female,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),54,0,No,No,97.2,5129.45
0365-TRTPY,Female,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),37,0,No,No,91.2,3382.3
6439-LAJXL,Male,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,9,0,Yes,No,68.95,593.85
8034-RYTVV,Female,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),55,0,No,No,84.25,4589.85
5312-TSZVC,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,15,0,No,Yes,19.65,270.6
6261-RCVNS,Female,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),42,0,No,No,73.9,3160.55
0285-INHLN,Male,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),27,0,Yes,Yes,54.75,1510.3
7716-YTYHG,Female,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,48,0,Yes,Yes,82.05,4029.95
5846-ABOBJ,Male,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),71,0,Yes,No,24.45,1730.65
6077-BDPXA,Female,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,3,0,No,No,70.15,194.2
8058-JMEQO,Female,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,9,1,No,No,84.45,762.5
1936-CZAKF,Male,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),49,0,Yes,No,49.65,2409.9
0701-RFGFI,Female,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49,0,Yes,Yes,95.4,4613.95
8020-BWHYL,Female,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),15,1,No,No,75.3,1147.45
2865-TCHJW,Female,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,4,1,No,No,89.2,346.2
5868-YWPDW,Male,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,6,1,Yes,No,84.2,519.15
0303-UNCIP,Male,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,41,0,No,No,65,2531.8
1032-MAELW,Female,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,68,0,Yes,Yes,78.45,5333.35
5494-HECPR,Female,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,0,No,No,80.25,80.25
1335-MXCSE,Male,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),55,0,Yes,Yes,55.25,3119.9
2038-LLMLM,Female,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,48,0,No,No,103.85,4946.05
6370-ZVHDV,Female,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),61,0,Yes,No,25.3,1554.9
9894-EZEWG,Female,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1,0,No,No,74.3,74.3
3419-SNJJD,Female,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),65,1,Yes,No,105.25,6786.4
9313-QOLTZ,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26,0,No,No,20.9,518.3
8884-FEEWR,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),35,0,No,No,20.6,754
4248-QPAVC,Female,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),17,1,Yes,No,85.35,1463.45
4860-YZGZM,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,10,0,No,No,20,185.4
4817-QRJSX,Female,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),10,0,No,No,81,818.05
9029-FEGVJ,Female,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,32,1,Yes,No,79.3,2570
3910-MRQOY,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),72,0,Yes,No,19.4,1496.45
1794-SWWKL,Male,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),15,0,Yes,Yes,59.65,867.1
1264-FUHCX,Female,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),49,0,Yes,No,56.3,2780.6
2907-ILJBN,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,11,0,Yes,Yes,20.6,233.9
5666-CYCYZ,Female,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,24,0,No,No,89.55,2259.35
2903-YYTBW,Male,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,0,Yes,Yes,44.55,44.55
8944-AILEF,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),15,0,Yes,No,19.45,340.85
8064-RAVOH,Male,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,1,0,No,Yes,49.85,49.85
0674-EYYZV,Female,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,0,No,No,54.65,54.65
4522-XRWWI,Male,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),42,0,Yes,No,80.45,3375.9
5161-UBZXI,Male,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),69,0,Yes,Yes,106.35,7261.75
7586-ZATGZ,Male,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,40,0,No,No,84.9,3369.05
5249-QYHEX,Female,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,40,0,Yes,Yes,24.8,1024.7
