total_credit_card_limit,avg_percentage_credit_card_limit_used_last_year,saving_amount,checking_amount,is_employed,yearly_salary,age,dependent_number,loan_purpose,loan_repaid
4500,1,2150,3836,1,44700,45,3,4,Yes
2700,1,978,2474,1,27200,43,8,4,No
4000,1,2495,2244,1,33100,40,8,1,Yes
3500,1,1787,2418,1,34200,46,0,5,No
3200,1,544,7196,1,26400,57,2,1,Yes
3200,1,795,1367,1,19100,73,8,4,No
4800,1,542,929,1,22200,29,1,1,No
5300,1,1653,2142,1,17400,39,2,4,No
7300,1,79,6870,1,21400,21,1,4,Yes
4500,1,1213,3223,0,0,36,8,5,No
4800,1,4687,4285,1,10300,56,8,4,Yes
2400,1,3444,5859,1,11800,52,1,3,Yes
4700,1,266,2647,0,0,37,8,2,No
4000,1,1125,440,0,0,31,4,3,No
6900,1,1461,3073,1,33600,43,4,2,No
4300,1,1867,2136,1,55100,27,8,1,Yes
6400,1,4878,6988,1,49400,31,3,2,Yes
2500,1,527,2954,1,22400,39,4,4,No
5100,1,1661,6937,1,28300,43,1,2,Yes
2600,1,1129,946,1,30800,68,2,1,No
4900,1,1481,4721,1,40400,35,1,4,Yes
1700,1,1246,1305,0,0,59,8,4,No
2800,1,1061,6347,1,61800,29,3,2,Yes
2900,1,1230,3199,1,34100,25,2,2,Yes
5200,1,1085,2875,1,36300,29,1,2,Yes
2400,1,478,40,1,22800,45,8,1,No
10200,1,269,4345,1,50200,44,1,1,Yes
6200,1,972,4291,1,21400,29,7,3,Yes
3300,0.99,1244,729,0,0,24,3,1,No
2500,0.99,998,2029,1,49000,38,5,2,No
6500,0.99,2642,4265,1,14600,27,2,4,Yes
6500,0.99,4335,8859,1,26900,28,1,5,Yes
2000,0.99,908,6419,1,42600,40,8,4,Yes
3600,0.99,1104,3082,1,10300,48,1,5,No
2600,0.99,1849,2608,1,19300,21,7,4,No
4100,0.99,4556,7629,1,26800,36,1,4,Yes
4000,0.99,183,2531,1,14600,29,8,3,No
6200,0.99,1188,3333,1,35900,21,2,3,Yes
3800,0.99,1244,1252,1,52900,32,7,2,Yes
3700,0.99,1416,6193,1,54500,39,4,4,Yes
700,0.99,1301,2096,1,19300,34,8,2,No
6900,0.99,4637,2726,1,26200,42,8,5,Yes
5700,0.99,1037,2252,1,17400,36,8,5,No
4600,0.99,1495,4060,1,21400,31,2,1,Yes
6600,0.99,1054,2084,1,28200,31,1,5,No
4600,0.99,4649,8178,1,26400,30,4,2,Yes
3000,0.99,2732,2881,1,31000,39,0,3,Yes
2000,0.99,1863,3945,1,30300,40,8,5,Yes
6400,0.99,2883,2468,1,36900,19,2,5,Yes
8700,0.99,3637,3840,1,9900,53,5,4,Yes
4400,0.99,2687,6324,1,27300,41,2,2,Yes
4400,0.99,221,1785,1,12600,44,5,5,No
2300,0.99,594,4863,1,53700,51,5,4,Yes
4600,0.99,2293,4224,1,31300,33,5,5,Yes
2800,0.99,1704,3982,1,43500,24,0,3,Yes
4000,0.99,1087,571,0,0,30,8,3,No
6500,0.99,752,749,0,0,37,4,3,No
2400,0.99,815,1453,1,19500,40,2,2,No
5400,0.99,1001,2156,0,0,60,8,3,No
2000,0.99,1056,1965,1,25000,59,1,5,No
4000,0.99,2568,4130,1,34100,24,2,4,Yes
4000,0.99,1215,7180,1,34500,37,1,4,Yes
6000,0.99,283,1623,1,46900,37,2,1,Yes
3000,0.99,2480,1755,1,27100,21,2,4,Yes
2900,0.99,2356,1744,1,30700,50,8,1,Yes
4800,0.99,3235,3096,1,39300,24,5,2,Yes
3300,0.99,1167,2616,0,0,27,0,4,No
2900,0.99,1026,3593,1,53900,49,0,1,Yes
5400,0.99,1178,3171,1,16500,34,1,4,No
4300,0.99,1284,2264,1,26800,49,3,5,No
10400,0.99,4333,5089,1,24700,31,8,4,Yes
5200,0.99,1170,2925,1,37100,28,1,4,Yes
5600,0.99,148,5961,1,52300,38,4,3,Yes
5900,0.99,736,4836,1,40000,61,3,2,Yes
6200,0.99,4715,6101,1,18000,47,8,1,Yes
4700,0.99,1220,2646,1,28000,36,7,5,No
2700,0.99,419,2022,1,24100,35,8,2,No
3800,0.99,5755,1695,1,36900,51,8,2,Yes
3400,0.99,1786,4794,1,32600,44,1,2,Yes
3300,0.99,1687,1365,1,19000,58,1,2,No
3700,0.99,1287,805,1,21000,29,2,4,No
6100,0.99,5386,6590,1,24700,20,4,1,Yes
3700,0.99,814,3644,1,8800,35,2,5,No
4900,0.99,1999,154,1,8800,28,1,3,No
9300,0.99,1970,8556,1,43400,41,1,1,Yes
3500,0.99,874,2140,1,9000,22,8,1,No
1900,0.99,766,2182,1,13000,66,1,5,No
3100,0.99,1893,3072,1,16900,63,2,3,No
2200,0.99,1648,2010,1,9300,65,2,3,No
3600,0.99,285,1942,0,0,51,8,3,No
7600,0.99,1576,5956,1,21600,63,1,3,Yes
7900,0.99,921,1457,0,0,40,1,3,No
2000,0.99,1118,1161,1,17700,47,4,4,No
4000,0.99,668,3173,1,27900,29,7,3,No
4300,0.99,3924,1056,1,17200,37,2,4,Yes
8500,0.99,2439,3043,1,34000,54,1,1,Yes
7300,0.99,1371,1743,1,13000,38,0,3,Yes
7400,0.99,442,2082,1,27700,46,2,1,Yes
6700,0.99,939,2007,1,34000,34,3,1,No
4000,0.99,809,1870,1,29200,39,8,3,No
600,0.99,811,3556,1,29700,64,5,4,No
3900,0.99,876,1212,1,20100,68,5,3,No
3100,0.99,758,3320,1,44700,42,4,2,Yes
8600,0.99,4224,1449,1,25700,44,2,1,Yes
3100,0.99,794,4218,1,39400,66,3,5,Yes
5000,0.99,423,1626,1,39100,49,2,1,Yes
6800,0.99,1152,7283,1,46000,36,6,4,Yes
3600,0.99,851,2152,0,0,73,5,4,No
2700,0.99,22,1565,1,25500,30,6,3,No
4500,0.99,3341,5809,1,44400,25,2,4,Yes
1800,0.99,703,2207,1,15400,35,2,3,No
6600,0.99,4085,5260,1,26400,27,6,1,Yes
4300,0.99,2718,5834,1,34500,76,1,3,Yes
5400,0.99,4083,4697,1,18700,58,1,4,Yes
5200,0.99,606,1384,1,29500,20,2,1,No
1700,0.99,894,942,1,18300,74,3,4,Yes
800,0.99,914,628,1,18000,35,5,4,No
600,0.99,223,2388,1,29900,38,1,5,No
2100,0.99,3766,4779,1,50400,54,2,5,Yes
5600,0.99,4021,6984,1,49300,57,3,4,Yes
5300,0.99,1889,2067,1,18100,72,8,4,No
4100,0.99,3683,3140,1,36300,21,2,3,Yes
4600,0.99,1214,2833,1,14000,37,6,5,No
4300,0.99,2884,4496,1,36700,42,5,5,Yes
6500,0.99,1366,3141,1,45000,75,4,2,Yes
2900,0.99,3718,3165,1,23600,39,2,3,Yes
2900,0.99,1056,3688,1,22600,39,1,4,Yes
7600,0.99,5577,3668,1,44400,54,6,1,Yes
4700,0.99,1276,1979,1,30800,57,1,1,No
4300,0.99,776,2272,1,42500,42,8,3,No
7600,0.99,485,2390,1,41600,26,7,1,Yes
6000,0.99,2165,1080,1,16100,25,1,3,Yes
5600,0.99,1619,2911,1,31300,38,1,1,No
4600,0.99,709,2206,1,48000,52,7,5,Yes
3500,0.99,963,1947,1,21100,21,2,2,No
6700,0.99,3036,2034,1,23000,26,6,1,Yes
4100,0.99,898,2413,1,10300,55,1,3,No
1800,0.99,1062,3961,1,10700,37,2,4,No
1500,0.99,1291,5060,0,0,23,2,1,No
2500,0.99,1738,1395,1,45000,35,8,2,No
3400,0.99,995,2815,1,26000,29,3,5,No
2100,0.99,4501,5540,1,28100,58,6,4,Yes
5600,0.99,1687,2244,1,17400,36,8,4,No
5300,0.99,954,2730,0,0,33,1,3,No
3400,0.99,1880,2291,1,40800,42,1,4,Yes
3300,0.99,1390,2664,1,19500,19,8,5,No
5800,0.99,1127,5790,1,26600,24,4,5,Yes
3300,0.99,3739,6198,1,36200,47,3,1,Yes
2200,0.99,1989,2015,1,18600,47,1,5,No
5600,0.99,1591,2543,1,51500,28,4,5,Yes
8700,0.99,491,5334,1,33200,37,5,2,Yes
4800,0.99,664,5696,1,46200,19,1,3,Yes
5200,0.99,4564,7846,1,26300,50,2,3,Yes
3300,0.99,4614,1168,1,35100,33,2,1,Yes
1000,0.99,804,1642,1,18800,42,2,4,No
6900,0.99,4016,8521,1,29800,37,2,2,Yes
5200,0.99,553,1666,0,0,40,8,1,No
5000,0.99,2388,4660,1,29700,46,7,1,Yes
2000,0.99,953,121,1,23500,64,5,4,No
2200,0.99,4840,7133,1,29700,19,8,1,Yes
3500,0.99,795,3204,1,19900,51,3,3,Yes
2500,0.99,563,976,1,34800,43,6,3,No
1700,0.99,263,482,1,25900,65,5,5,No
1700,0.99,1197,1394,0,0,56,6,1,No
4400,0.99,1349,4192,1,31300,36,8,2,No
7100,0.99,1427,1652,1,27600,57,6,3,No
3500,0.99,985,4021,0,0,40,2,5,No
4800,0.99,1560,949,1,20900,43,2,3,No
6000,0.99,1168,2897,1,23700,24,2,3,Yes
7200,0.99,1521,6513,1,62800,43,1,1,Yes
4500,0.99,1463,1518,1,22400,63,3,1,No
7000,0.99,633,2074,1,32800,40,8,3,No
5300,0.99,175,218,1,24500,36,1,3,No
8000,0.99,3764,7582,0,0,78,3,5,Yes
6800,0.99,5506,3155,1,21400,22,6,4,Yes
5200,0.99,818,93,1,25100,47,2,4,No
3600,0.99,540,2267,1,28000,38,5,5,No
3300,0.99,1122,1911,0,0,54,1,3,No
3300,0.99,1282,5297,1,41800,62,6,1,Yes
5400,0.99,5805,5091,1,21800,61,6,2,Yes
3700,0.99,590,3376,1,29200,18,8,5,No
3300,0.99,2026,1919,1,30200,50,3,5,No
1600,0.99,2648,6434,1,38000,65,1,1,Yes
3500,0.99,1907,1495,1,38400,36,8,4,Yes
8500,0.99,1731,1307,1,27400,21,1,1,Yes
3500,0.99,225,1418,1,22000,44,3,4,No
3800,0.99,5507,1280,1,49100,21,3,3,Yes
3000,0.99,2455,7595,1,45400,40,3,4,Yes
1100,0.99,582,3236,1,17500,26,6,1,No
2600,0.99,3604,6386,1,42500,18,4,4,Yes
7800,0.99,72,1873,1,31200,30,2,4,Yes
1900,0.99,1012,2695,1,49500,25,8,2,No
6000,0.99,1837,4726,1,26600,67,7,1,Yes
1300,0.99,787,3140,1,27700,28,2,5,No
2500,0.99,670,1519,1,19300,36,8,2,No
4200,0.99,3092,6041,1,44900,53,1,3,Yes
3200,0.99,928,1298,1,20800,48,1,5,Yes
8800,0.99,2323,3229,1,39400,23,2,1,Yes
5600,0.99,3295,4813,1,31700,26,1,3,Yes
7600,0.99,5204,941,1,57400,21,0,1,Yes
2400,0.99,1294,2370,1,33700,22,5,3,No
3300,0.99,940,3310,1,19100,58,4,4,No
6300,0.99,375,1456,1,15500,52,2,3,Yes
5900,0.99,1643,2309,1,500,48,3,1,Yes
5100,0.99,388,470,1,32100,30,1,1,No
7400,0.99,3099,7578,1,30700,51,5,3,Yes
4400,0.99,3165,2778,1,28300,27,1,1,Yes
3000,0.99,1434,2392,1,29600,34,4,1,No
5200,0.99,1938,6659,1,21900,48,3,2,Yes
3300,0.99,995,2536,1,31100,66,8,2,No
7100,0.99,3899,2619,1,40000,36,3,3,Yes
600,0.99,520,411,1,36600,28,2,1,No
5300,0.99,2335,5401,1,69000,44,4,1,Yes
11000,0.99,2782,7665,1,30700,36,1,5,Yes
6100,0.99,4629,4459,1,14800,46,8,4,Yes
6600,0.99,851,3209,1,43000,48,5,4,No
4300,0.99,384,2765,0,0,31,8,1,No
2300,0.99,9336,4043,1,30700,62,5,4,Yes
5800,0.99,1168,2032,1,25000,49,8,2,No
2100,0.99,664,2103,1,27500,41,3,3,No
1900,0.99,1619,2727,1,38100,26,4,4,No
2900,0.99,1188,4439,1,38600,43,3,5,Yes
9500,0.99,634,5000,1,54100,42,2,4,Yes
3500,0.99,1285,2197,1,34400,32,8,3,No
3600,0.99,5406,5122,1,18000,35,1,1,Yes
4600,0.99,4099,7231,1,29500,31,4,4,Yes
1800,0.99,1202,1748,1,9200,31,2,5,No
6300,0.99,3022,2437,1,38200,41,4,2,Yes
5100,0.99,1280,1366,1,68000,18,3,3,Yes
4800,0.99,1032,5943,1,27300,49,8,5,Yes
5300,0.99,553,1402,1,47600,43,1,4,Yes
1800,0.99,1823,459,1,23900,42,7,4,No
3000,0.99,1742,2299,1,42500,48,3,2,No
2400,0.99,1462,8050,1,51900,43,2,1,Yes
5700,0.99,616,2480,1,40900,28,1,3,No
5800,0.99,545,133,1,46800,35,6,1,Yes
2500,0.99,1173,2036,1,29900,61,8,4,No
3800,0.99,2060,2793,1,6900,29,6,5,No
8200,0.99,4242,6708,1,40600,49,0,1,Yes
2000,0.99,846,901,1,15100,49,1,1,No
5100,0.99,2246,6939,1,39700,39,1,4,Yes
4100,0.99,480,2070,1,28500,51,2,1,No
1000,0.99,696,4529,1,46600,26,6,1,No
6800,0.99,1397,2042,0,0,36,5,1,No
6200,0.99,3139,836,1,24300,47,1,4,Yes
4800,0.99,2485,2172,1,40800,38,2,5,Yes
6800,0.99,926,4379,1,27900,48,1,3,Yes
2100,0.99,1022,1663,0,0,35,1,5,No
500,0.99,1549,1883,1,31700,46,1,5,No
3300,0.99,1524,2478,1,24100,34,8,2,Yes
3800,0.99,1149,1814,1,12100,44,3,1,No
6600,0.99,1324,3008,1,20600,29,4,3,Yes
2700,0.99,1233,1533,1,22300,43,6,2,No
7500,0.99,2829,2135,1,32600,31,1,5,Yes
3800,0.99,1339,2923,1,20600,23,1,1,No
5400,0.99,1029,1984,1,18000,53,0,5,Yes
6000,0.99,175,2826,1,27900,24,0,3,Yes
2800,0.99,810,1867,0,0,54,2,2,No
3000,0.99,1116,3854,1,25700,48,0,1,Yes
3600,0.99,1491,638,1,21700,48,3,1,No
5600,0.99,2455,2545,1,31200,42,1,1,Yes
5200,0.99,266,4695,1,25700,37,3,3,Yes
2300,0.99,693,1218,1,17900,34,8,4,No
5600,0.99,1164,1734,1,18700,46,7,1,No
2200,0.99,2118,1413,1,55400,23,1,1,Yes
2300,0.99,2018,2949,1,25100,43,8,4,No
4600,0.99,1186,2345,0,0,21,8,4,No
5800,0.99,2643,2819,1,36500,46,2,4,Yes
3200,0.99,690,2055,1,11900,54,8,4,No
1500,0.99,527,2059,1,4300,55,8,4,No
6400,0.99,3294,4501,1,32200,45,1,1,Yes
4600,0.99,3006,7172,1,34900,24,2,1,Yes
2900,0.99,1139,2755,1,29400,40,2,3,No
4400,0.99,6507,2622,1,8300,50,5,4,Yes
5100,0.99,2763,5458,1,20000,61,4,3,Yes
3800,0.99,473,1950,1,14700,34,1,5,No
1200,0.99,2056,4341,1,23000,31,6,2,Yes
4300,0.99,736,1838,0,0,52,4,1,No
3800,0.99,3118,154,1,26300,37,5,3,Yes
4700,0.99,281,2560,1,48300,51,1,1,Yes
8200,0.99,634,478,1,42300,44,1,4,Yes
4400,0.99,2637,8295,1,28600,42,8,1,Yes
2600,0.99,2747,3390,1,12800,35,6,4,Yes
3200,0.99,2694,2636,1,35900,29,8,3,Yes
1300,0.99,970,1193,1,30300,33,2,4,No
3700,0.99,566,3214,1,27200,60,2,3,No
5800,0.99,1968,1853,1,44700,37,3,4,Yes
5700,0.99,1042,3159,1,30200,46,2,3,No
3500,0.99,937,2051,1,30200,33,3,1,No
5700,0.99,850,1167,1,19600,45,1,2,No
2100,0.99,1598,2162,1,28900,48,4,2,No
4000,0.99,1830,908,1,16700,62,1,2,No
6200,0.99,1967,1129,1,21800,34,4,2,Yes
3600,0.99,896,1823,1,12600,21,3,4,No
1100,0.99,1367,2823,1,19800,56,5,5,No
2100,0.98,1288,2179,1,40700,33,7,4,No
3500,0.98,934,1274,0,0,21,8,2,No
2100,0.98,1322,474,1,20900,44,8,1,No
6300,0.98,4113,2312,1,51500,35,3,3,Yes
6200,0.98,3740,4086,1,37100,31,7,4,Yes
3200,0.98,812,1566,1,17600,62,8,3,No
7400,0.98,4266,6033,1,7400,36,6,3,Yes
6800,0.98,2194,3469,1,12700,74,0,5,Yes
4900,0.98,1554,3546,1,30800,18,4,4,Yes
1600,0.98,883,1978,1,40900,34,3,2,No
2500,0.98,27,2780,1,24400,62,4,5,No
3000,0.98,1262,1575,1,15300,39,3,1,No
4200,0.98,665,2616,1,14600,60,3,3,No
2300,0.98,3998,4349,1,12000,38,4,1,Yes
11900,0.98,2576,6009,1,32400,44,1,1,Yes
3400,0.98,849,2333,1,22200,45,1,2,No
7000,0.98,2570,5834,1,17500,52,4,1,Yes
3200,0.98,777,1099,1,31900,48,2,3,No
4900,0.98,1822,6248,1,48300,40,1,2,Yes
1400,0.98,341,2121,1,15500,23,2,1,No
900,0.98,776,1966,0,0,35,1,2,No
8700,0.98,441,6706,0,0,76,3,1,Yes
6000,0.98,667,792,0,0,29,2,1,No
2900,0.98,1543,813,1,6100,47,0,5,No
3300,0.98,1455,1831,1,13100,46,5,3,No
4000,0.98,2772,4959,1,31500,30,5,1,Yes
6500,0.98,469,3420,1,21200,43,1,5,No
5500,0.98,2848,4500,1,23000,31,2,5,Yes
7500,0.98,4645,4253,1,42500,45,2,1,Yes
4800,0.98,1254,2914,1,28600,25,8,1,No
5600,0.98,5633,5608,1,51700,33,3,1,Yes
2000,0.98,417,1447,1,27100,69,2,2,No
1400,0.98,426,438,0,0,26,3,1,No
2400,0.98,1305,1808,1,33800,47,1,4,No
4700,0.98,722,3353,1,20200,29,2,2,No
6200,0.98,3630,4715,1,23000,45,3,1,Yes
2800,0.98,1056,2344,1,21200,29,3,3,No
2700,0.98,826,2172,1,22900,18,1,3,No
7500,0.98,1575,4842,1,60900,54,2,5,Yes
5900,0.98,3730,2706,1,42600,38,1,3,Yes
2800,0.98,2060,4355,1,24600,39,1,3,Yes
5000,0.98,1648,6681,1,56600,61,5,5,Yes
4200,0.98,3162,7807,1,37400,45,8,5,Yes
3000,0.98,796,1288,1,28700,25,2,1,No
5000,0.98,588,2373,1,25800,29,8,4,No
900,0.98,1039,2015,1,25100,40,5,3,No
2800,0.98,2154,7216,1,41000,58,1,4,Yes
4000,0.98,73,2644,1,18300,18,3,4,No
4000,0.98,677,1768,1,14200,48,1,5,No
4000,0.98,1643,852,1,27700,52,8,3,No
4900,0.98,1777,4711,1,30300,66,1,5,Yes
7900,0.98,3582,6754,1,34200,26,2,4,Yes
2400,0.98,1083,1494,1,31400,36,1,1,No
6200,0.98,1057,428,1,12600,46,1,3,Yes
7700,0.98,4394,1393,1,32900,50,4,1,Yes
3600,0.98,894,1694,0,0,39,3,3,No
2100,0.98,987,2227,1,15700,43,3,5,No
5900,0.98,3491,5323,1,21100,38,5,3,Yes
3300,0.98,880,974,1,40600,40,5,4,Yes
3200,0.98,652,2607,1,42200,38,7,2,No
4900,0.98,503,1147,1,21400,27,4,4,No
5300,0.98,113,6101,1,40200,45,0,4,Yes
4200,0.98,5925,3089,1,35900,40,6,3,Yes
5100,0.98,4602,3256,1,14800,61,5,3,Yes
4300,0.98,1855,1791,1,31600,35,7,2,No
7600,0.98,892,2160,1,14700,41,1,2,No
3800,0.98,845,3713,1,70300,51,2,1,Yes
2300,0.98,363,3709,1,41300,27,2,2,Yes
4500,0.98,1145,685,0,0,47,0,3,No
3400,0.98,2267,6300,1,29800,28,1,3,Yes
7900,0.98,295,6791,1,56400,29,8,3,Yes
6100,0.98,2686,998,1,45100,67,4,3,Yes
3300,0.98,616,2624,1,18200,26,6,1,No
4200,0.98,2492,2510,1,14000,39,8,5,Yes
3500,0.98,964,6649,1,29700,60,3,1,Yes
4700,0.98,2156,5447,1,34400,66,3,3,Yes
6900,0.98,577,2673,1,26700,26,0,3,No
2800,0.98,1207,1783,0,0,43,8,1,No
6400,0.98,5176,2583,1,38500,38,3,4,Yes
2900,0.98,795,1554,1,36100,55,3,3,No
7500,0.98,230,1199,1,31100,33,6,1,No
6900,0.98,2891,3592,1,43800,27,7,3,Yes
7300,0.98,2067,6089,1,74600,43,4,1,Yes
3100,0.98,749,744,1,23600,65,1,3,No
7800,0.98,607,5195,1,49400,48,1,2,Yes
1000,0.98,1563,1016,1,18800,32,8,4,No
5000,0.98,1255,5695,1,48200,30,8,1,Yes
2100,0.98,1019,2686,1,20700,47,8,4,No
5400,0.98,1363,594,0,0,49,8,3,No
4400,0.98,1155,5381,1,24500,19,1,4,Yes
5000,0.98,3087,608,1,45800,56,1,4,Yes
3600,0.98,790,4032,1,11700,55,3,3,No
7900,0.98,807,3628,0,0,31,8,2,No
4200,0.98,3991,5267,1,33100,36,3,2,Yes
7400,0.98,397,3659,1,59400,44,1,3,Yes
4200,0.98,2786,2198,1,43500,51,5,4,Yes
2700,0.98,994,1395,1,15100,57,7,1,No
4100,0.98,240,6153,1,32300,64,0,4,Yes
4500,0.98,1713,6072,1,12200,55,5,5,Yes
3300,0.98,2977,5866,1,32500,32,2,3,Yes
2800,0.98,875,1161,1,15000,40,3,5,No
1700,0.98,1206,2303,1,30600,29,1,2,No
3700,0.98,5030,2963,1,27900,32,4,5,Yes
1200,0.98,1793,2081,1,9800,42,3,5,No
2300,0.98,572,3023,1,31200,51,1,3,No
1700,0.98,1892,5638,1,31400,54,1,3,Yes
1000,0.98,1010,1708,1,43900,33,1,5,No
6000,0.98,597,7408,1,32300,33,2,5,Yes
2300,0.98,22,3512,1,53500,57,1,1,Yes
3500,0.98,1551,548,1,26100,56,2,3,No
4800,0.98,324,3493,1,15400,54,3,3,No
3900,0.98,1021,1369,1,27800,44,8,1,No
4100,0.98,2108,2897,1,42700,29,3,5,Yes
6600,0.98,137,3072,1,10100,31,6,2,No
2100,0.98,596,2420,1,25800,41,2,5,No
3100,0.98,1890,2947,0,0,48,6,1,No
3000,0.98,1164,6084,1,23400,33,5,1,Yes
5100,0.98,3369,3951,1,44600,48,5,2,Yes
3800,0.98,1944,6176,1,33100,69,1,4,Yes
2800,0.98,1079,1660,0,0,44,1,3,No
4300,0.98,3189,5742,1,20900,28,2,1,Yes
2500,0.98,5237,2760,1,30900,36,6,1,Yes
2800,0.98,4083,4193,1,34300,36,8,1,Yes
7500,0.98,1715,2836,0,0,25,3,5,No
5500,0.98,2216,2609,1,13200,31,3,2,No
2500,0.98,273,2218,1,29400,42,8,3,No
2000,0.98,425,356,0,0,26,2,2,No
4200,0.98,800,2700,1,22500,18,4,3,No
2700,0.98,1681,3669,1,24500,31,8,3,Yes
5300,0.98,2036,1375,1,46200,50,8,1,Yes
1400,0.98,1220,3287,0,0,38,8,2,No
2900,0.98,3802,6907,1,25900,43,8,4,Yes
4500,0.98,1745,3254,1,21600,25,2,1,No
5400,0.98,4433,5369,1,55100,37,2,4,Yes
9300,0.98,1592,4957,1,24400,48,6,4,Yes
3000,0.98,3620,5355,1,22400,40,3,1,Yes
2100,0.98,3462,1608,1,48600,39,5,4,Yes
4300,0.98,863,1444,1,4900,31,8,2,No
3000,0.98,702,1953,1,21500,24,4,2,No
6300,0.98,733,2874,1,64100,55,0,4,Yes
3100,0.98,790,4901,1,28700,44,5,1,No
3800,0.98,1590,1250,1,12300,29,8,3,No
2700,0.98,1599,2809,0,0,74,2,4,No
5200,0.98,4239,7536,1,43000,23,1,4,Yes
6400,0.98,607,4259,1,28200,21,4,4,Yes
2200,0.98,1391,2732,1,28000,23,2,2,No
3400,0.98,521,23,1,18100,34,4,4,No
7500,0.98,3384,3047,1,17700,28,3,4,Yes
4200,0.98,1066,749,1,26800,38,1,2,No
4000,0.98,448,2126,0,0,47,8,1,No
5000,0.98,5021,1911,1,54300,39,4,4,Yes
2200,0.98,1688,2608,0,0,19,8,5,No
2400,0.98,3744,5397,1,22200,51,1,4,Yes
4000,0.98,2264,6483,1,12400,62,3,1,Yes
2000,0.98,808,953,1,20100,45,2,1,No
6300,0.98,2241,464,1,23400,44,8,1,Yes
3200,0.98,756,2204,1,35300,49,8,4,No
8700,0.98,709,7473,1,41400,26,2,5,Yes
2600,0.98,1033,1846,1,31300,49,5,3,No
7800,0.98,2111,788,1,11500,20,5,4,No
5800,0.98,1393,919,1,30300,37,7,1,Yes
2500,0.98,3463,2226,1,34100,43,8,4,Yes
5800,0.98,87,1644,1,32100,55,2,3,Yes
5900,0.98,1369,2462,1,35700,42,1,1,No
3200,0.98,4554,2949,1,32900,24,2,3,Yes
6200,0.98,445,2903,1,46700,30,3,2,Yes
6100,0.98,624,3414,1,44700,37,6,1,Yes
2800,0.98,3528,3578,1,35200,38,1,1,Yes
1900,0.98,644,3087,1,34800,22,7,3,No
3000,0.98,952,2658,1,19400,73,8,4,No
5100,0.98,1028,1254,1,21500,21,8,1,No
7500,0.98,1233,2328,1,11600,67,8,2,Yes
3000,0.98,798,2418,1,17500,47,5,3,No
6200,0.98,2555,4466,1,49600,57,4,5,Yes
4600,0.98,655,2995,0,0,59,3,4,No
2500,0.98,1098,1258,1,38300,34,2,5,No
2700,0.98,1708,3274,1,11900,41,3,4,No
4000,0.98,1385,2198,1,30100,49,2,2,No
5100,0.98,634,3132,1,36200,34,1,3,Yes
4500,0.98,4070,5459,1,17500,42,1,3,Yes
4000,0.98,4404,406,1,17600,35,1,4,Yes
3300,0.98,3234,5632,1,33400,18,2,4,Yes
6100,0.98,2810,6305,1,37400,34,3,2,Yes
4900,0.98,3277,2846,1,25200,52,4,4,Yes
3200,0.98,1024,5205,1,38900,27,1,1,Yes
2300,0.98,854,670,0,0,35,3,4,No
3100,0.98,4973,4801,1,15200,49,1,5,Yes
4600,0.98,1056,6145,1,27400,51,3,4,Yes
8300,0.98,3338,6661,1,13900,21,5,5,Yes
5300,0.98,1175,5883,1,16000,37,1,1,Yes
6100,0.98,1860,1460,1,48700,35,8,3,Yes
7500,0.98,2677,3260,1,37400,27,5,3,Yes
5400,0.98,800,111,1,22000,24,2,3,No
4300,0.98,896,1643,1,29700,47,3,3,No
4100,0.98,1328,1342,1,29300,36,8,4,No
5600,0.98,3146,3572,1,32200,30,2,2,Yes
2200,0.98,572,3229,1,26900,56,8,2,No
7800,0.98,5646,3374,1,38300,49,2,3,Yes
3600,0.98,1351,6658,1,35500,56,7,4,Yes
3500,0.98,326,1647,1,19000,65,4,4,No
5300,0.98,2738,3532,1,46500,27,1,2,Yes
3500,0.98,433,1024,0,0,47,1,4,No
1700,0.98,432,321,1,28200,54,4,2,No
4400,0.98,1393,1889,1,58500,22,3,4,Yes
4600,0.98,658,1789,1,28900,19,2,5,No
6300,0.98,5068,6884,1,51600,30,2,3,Yes
2500,0.98,654,1489,0,0,35,7,4,No
5700,0.98,3870,2923,1,41900,36,0,4,Yes
4800,0.98,3233,6570,1,50000,36,8,1,Yes
4800,0.98,2095,9260,1,62400,69,7,3,Yes
3700,0.98,1135,2410,0,0,36,5,2,No
2100,0.98,971,787,1,29600,46,4,5,No
4300,0.98,4265,2019,1,38100,34,3,5,Yes
5800,0.98,1478,4252,1,19800,31,2,4,Yes
7200,0.98,4490,2765,1,40300,33,5,4,Yes
6200,0.98,2139,5730,1,29300,44,2,1,Yes
4200,0.98,1502,1118,0,0,28,7,2,No
2300,0.98,1165,2896,1,35800,38,8,5,No
4300,0.98,4364,5811,1,46700,40,1,5,Yes
6900,0.98,3860,4560,1,10800,54,7,2,Yes
6800,0.98,1051,1780,0,0,53,2,5,No
2500,0.98,1769,992,1,39300,53,2,1,No
7800,0.98,3387,1944,1,49800,26,1,3,Yes
4700,0.98,902,5672,1,41000,47,4,4,Yes
2200,0.98,789,3161,1,16400,58,5,3,No
4700,0.98,1039,4139,0,0,47,8,2,No
3300,0.98,718,2579,1,10100,63,8,5,No
3100,0.98,288,3256,0,0,49,8,3,No
4300,0.98,1612,1953,1,23500,35,2,4,No
3000,0.98,1086,2628,1,37900,46,1,3,No
3800,0.98,5201,1683,1,31900,41,3,5,Yes
4900,0.98,668,7812,1,36400,43,2,1,Yes
